qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	Protein Name	Genomic position	Organism	Entry Name	Gene Name	Keywords	Comments	ID
FGENESH_gene4	tr|A0A3B6SIA3|A0A3B6SIA3_WHEAT	50.427	117	54	2	14	128	11	125	2.84e-31	119	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7101004.1, ECO:0000313|EnsemblPlants:TraesCS7B02G139400.1};	Chromosome 7BChromosome 7B	Triticum aestivum (Wheat).	A0A3B6SIA3_WHEAT	[{'ORFNames': ['CFC21_102413 {ECO:0000313|EMBL:KAF7101004.1}']}]	['DNA-binding', 'Reference proteome']	[]	A0A3B6SIA3
FGENESH_gene4	tr|A0A3B6I2G9|A0A3B6I2G9_WHEAT	61.842	76	29	0	16	91	14	89	3.04e-31	112	RecName: Full=P-type R2R3 Myb protein {ECO:0008006|Google:ProtNLM};	Chromosome 4AChromosome 4A	Triticum aestivum (Wheat).	A0A3B6I2G9_WHEAT	[{'ORFNames': ['CFC21_055449 {ECO:0000313|EMBL:KAF7046420.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']	A0A3B6I2G9
FGENESH_gene4	tr|A0A3B6GPD4|A0A3B6GPD4_WHEAT	49.533	107	53	1	12	117	9	115	3.09e-31	117	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7035349.1, ECO:0000313|EnsemblPlants:TraesCS3D02G109800.1};	Chromosome 3DChromosome 3D	Triticum aestivum (Wheat).	A0A3B6GPD4_WHEAT	[{'ORFNames': ['CFC21_046241 {ECO:0000313|EMBL:KAF7035349.1}']}]	['Activator', 'DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	[]	A0A3B6GPD4
FGENESH_gene4	tr|A0A3B6EH68|A0A3B6EH68_WHEAT	45.926	135	40	1	16	117	18	152	3.12e-31	119	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7023276.1, ECO:0000313|EnsemblPlants:TraesCS3A02G254500.1};	Chromosome 3AChromosome 3A	Triticum aestivum (Wheat).	A0A3B6EH68_WHEAT	[{'ORFNames': ['CFC21_035832 {ECO:0000313|EMBL:KAF7023276.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']	A0A3B6EH68
FGENESH_gene4	tr|A0A3B6AV62|A0A3B6AV62_WHEAT	50.926	108	52	1	16	123	13	119	3.58e-31	116	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF6999903.1, ECO:0000313|EnsemblPlants:TraesCS2A02G152900.1};	Chromosome 2AChromosome 2A	Triticum aestivum (Wheat).	A0A3B6AV62_WHEAT	[{'ORFNames': ['CFC21_015877 {ECO:0000313|EMBL:KAF6999903.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']	A0A3B6AV62
FGENESH_gene4	tr|A0A3B6EJE6|A0A3B6EJE6_WHEAT	50.485	103	50	1	16	117	13	115	4.43e-31	117	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7023673.1, ECO:0000313|EnsemblPlants:TraesCS3A02G286600.1};	Chromosome 3AChromosome 3A	Triticum aestivum (Wheat).	A0A3B6EJE6_WHEAT	[{'ORFNames': ['CFC21_036147 {ECO:0000313|EMBL:KAF7023673.1}']}]	['Activator', 'DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	[]	A0A3B6EJE6
FGENESH_gene4	tr|A0A3B6C4J5|A0A3B6C4J5_WHEAT	51.961	102	48	1	16	117	13	113	5.56e-31	115	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7007363.1, ECO:0000313|EnsemblPlants:TraesCS2B02G178000.1};	Chromosome 2BChromosome 2B	Triticum aestivum (Wheat).	A0A3B6C4J5_WHEAT	[{'ORFNames': ['CFC21_022311 {ECO:0000313|EMBL:KAF7007363.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']	A0A3B6C4J5
FGENESH_gene4	tr|G9DR71|G9DR71_WHEAT	49.533	107	53	1	12	117	9	115	1.06e-30	116	SubName: Full=R2R3-MYB protein {ECO:0000313|EMBL:AEV91148.1, ECO:0000313|EnsemblPlants:TraesCS3A02G108000.1};	Chromosome 3A	Triticum aestivum (Wheat).	G9DR71_WHEAT	[]	['Activator', 'DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	[]	G9DR71
FGENESH_gene4	tr|A0A3B6GYS0|A0A3B6GYS0_WHEAT	49.515	103	51	1	16	117	13	115	1.07e-30	116	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7037722.1, ECO:0000313|EnsemblPlants:TraesCS3D02G286300.1};	Chromosome 3DChromosome 3D	Triticum aestivum (Wheat).	A0A3B6GYS0_WHEAT	[{'ORFNames': ['CFC21_048034 {ECO:0000313|EMBL:KAF7037722.1}']}]	['Activator', 'DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	[]	A0A3B6GYS0
FGENESH_gene4	tr|A0A3B6FQJ5|A0A3B6FQJ5_WHEAT	50.485	103	50	1	16	117	58	160	1.57e-30	117	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7030652.1, ECO:0000313|EnsemblPlants:TraesCS3B02G320800.1};	Chromosome 3BChromosome 3B	Triticum aestivum (Wheat).	A0A3B6FQJ5_WHEAT	[{'ORFNames': ['CFC21_042148 {ECO:0000313|EMBL:KAF7030652.1}']}]	['Activator', 'DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	[]	A0A3B6FQJ5
FGENESH_gene4	tr|A0A3B6FMV8|A0A3B6FMV8_WHEAT	50.000	102	46	1	16	117	13	109	2.24e-30	115	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7030154.1, ECO:0000313|EnsemblPlants:TraesCS3B02G280700.1};	Chromosome 3BChromosome 3B	Triticum aestivum (Wheat).	A0A3B6FMV8_WHEAT	[{'ORFNames': ['CFC21_041757 {ECO:0000313|EMBL:KAF7030154.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']	A0A3B6FMV8
FGENESH_gene4	tr|A0A3B6IRI1|A0A3B6IRI1_WHEAT	66.667	78	26	0	47	124	9	86	2.78e-30	113	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7072784.1, ECO:0000313|EnsemblPlants:TraesCS4B02G143700.2};	Chromosome 4BChromosome 5D	Triticum aestivum (Wheat).	A0A3B6IRI1_WHEAT	[{'ORFNames': ['CFC21_077870 {ECO:0000313|EMBL:KAF7072784.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']	A0A3B6IRI1
FGENESH_gene4	tr|A0A3B6IZD4|A0A3B6IZD4_WHEAT	48.544	103	52	1	16	117	13	115	2.82e-30	115	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7051385.1, ECO:0000313|EnsemblPlants:TraesCS4B02G366600.1};	Chromosome 4BChromosome 4B	Triticum aestivum (Wheat).	A0A3B6IZD4_WHEAT	[{'ORFNames': ['CFC21_059621 {ECO:0000313|EMBL:KAF7051385.1}']}]	['Activator', 'DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	[]	A0A3B6IZD4
FGENESH_gene4	tr|A0A3B6HWG6|A0A3B6HWG6_WHEAT	67.532	77	25	0	47	123	9	85	3.20e-30	113	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7043112.1, ECO:0000313|EnsemblPlants:TraesCS4A02G173300.1};	Chromosome 4AChromosome 4A	Triticum aestivum (Wheat).	A0A3B6HWG6_WHEAT	[{'ORFNames': ['CFC21_052539 {ECO:0000313|EMBL:KAF7043112.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']	A0A3B6HWG6
FGENESH_gene4	tr|A0A3B6RHR9|A0A3B6RHR9_WHEAT	66.197	71	24	0	47	117	1	71	7.04e-30	113	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7096457.1, ECO:0000313|EnsemblPlants:TraesCS7A02G333200.1};	Chromosome 7AChromosome 7A	Triticum aestivum (Wheat).	A0A3B6RHR9_WHEAT	[{'ORFNames': ['CFC21_098398 {ECO:0000313|EMBL:KAF7096457.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']	A0A3B6RHR9
FGENESH_gene4	tr|A0A3B6G2Z1|A0A3B6G2Z1_WHEAT	57.303	89	38	0	9	97	21	109	2.19e-29	112	SubName: Full=MYB protein {ECO:0000313|EnsemblPlants:TraesCS3B02G612200.1};	Chromosome 3BChromosome 3B	Triticum aestivum (Wheat).	A0A3B6G2Z1_WHEAT	[{'ORFNames': ['CFC21_045126 {ECO:0000313|EMBL:KAF7034074.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']	A0A3B6G2Z1
FGENESH_gene4	tr|A0A3B5Y571|A0A3B5Y571_WHEAT	51.786	112	37	1	6	117	5	99	2.32e-29	113	SubName: Full=Uncharacterized protein {ECO:0000313|EnsemblPlants:TraesCS1A02G366000.1};	Chromosome 1A	Triticum aestivum (Wheat).	A0A3B5Y571_WHEAT	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']	A0A3B5Y571
FGENESH_gene4	tr|A0A3B6PM38|A0A3B6PM38_WHEAT	50.980	102	47	2	17	117	11	110	4.13e-29	112	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7084203.1, ECO:0000313|EnsemblPlants:TraesCS6B02G201700.1.cds1};	Chromosome 6BChromosome 6B	Triticum aestivum (Wheat).	A0A3B6PM38_WHEAT	[{'ORFNames': ['CFC21_087881 {ECO:0000313|EMBL:KAF7084203.1}']}]	['DNA-binding', 'Reference proteome']	[]	A0A3B6PM38
FGENESH_gene4	tr|A0A3B6NMJ1|A0A3B6NMJ1_WHEAT	50.980	102	47	2	17	117	11	110	4.79e-29	112	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7078766.1, ECO:0000313|EnsemblPlants:TraesCS6A02G173800.1.cds1};	Chromosome 6AChromosome 6A	Triticum aestivum (Wheat).	A0A3B6NMJ1_WHEAT	[{'ORFNames': ['CFC21_083148 {ECO:0000313|EMBL:KAF7078766.1}']}]	['DNA-binding', 'Reference proteome']	[]	A0A3B6NMJ1
FGENESH_gene4	tr|A0A3B6QFG9|A0A3B6QFG9_WHEAT	50.980	102	47	2	17	117	11	110	6.11e-29	112	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7089378.1, ECO:0000313|EnsemblPlants:TraesCS6D02G162900.1.cds1};	Chromosome 6DChromosome 6D	Triticum aestivum (Wheat).	A0A3B6QFG9_WHEAT	[{'ORFNames': ['CFC21_092369 {ECO:0000313|EMBL:KAF7089378.1}']}]	['DNA-binding', 'Reference proteome']	[]	A0A3B6QFG9
FGENESH_gene4	tr|A0A3B6TKD3|A0A3B6TKD3_WHEAT	65.672	67	23	0	51	117	24	90	2.06e-27	108	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7109142.1, ECO:0000313|EnsemblPlants:TraesCS7D02G300000.2};	Chromosome 7DChromosome 7D	Triticum aestivum (Wheat).	A0A3B6TKD3_WHEAT	[{'ORFNames': ['CFC21_109444 {ECO:0000313|EMBL:KAF7109142.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']	A0A3B6TKD3
FGENESH_gene4	tr|A0A3B6SPB8|A0A3B6SPB8_WHEAT	45.902	122	50	3	17	124	8	127	4.39e-27	107	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7104788.1, ECO:0000313|EnsemblPlants:TraesCS7B02G443800.1.cds1};	Chromosome 7BChromosome 7B	Triticum aestivum (Wheat).	A0A3B6SPB8_WHEAT	[{'ORFNames': ['CFC21_105655 {ECO:0000313|EMBL:KAF7104788.1}']}]	['DNA-binding', 'Reference proteome']	[]	A0A3B6SPB8
FGENESH_gene4	tr|A0A3B6CCG2|A0A3B6CCG2_WHEAT	58.974	78	30	1	16	91	14	91	1.43e-26	100	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7010917.1, ECO:0000313|EnsemblPlants:TraesCS2B02G468000.1.cds1};	Chromosome 2BChromosome 2B	Triticum aestivum (Wheat).	A0A3B6CCG2_WHEAT	[{'ORFNames': ['CFC21_025281 {ECO:0000313|EMBL:KAF7010917.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']	A0A3B6CCG2
FGENESH_gene4	tr|A0A3B6SKT1|A0A3B6SKT1_WHEAT	49.020	102	49	2	17	117	8	107	1.72e-26	105	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7104789.1, ECO:0000313|EnsemblPlants:TraesCS7B02G443900.1.cds1};	Chromosome 7BChromosome 7B	Triticum aestivum (Wheat).	A0A3B6SKT1_WHEAT	[{'ORFNames': ['CFC21_105656 {ECO:0000313|EMBL:KAF7104789.1}']}]	['DNA-binding', 'Reference proteome']	[]	A0A3B6SKT1
FGENESH_gene4	tr|A0A3B6TMD8|A0A3B6TMD8_WHEAT	49.020	102	49	2	17	117	73	172	1.87e-26	107	RecName: Full=Transcription factor MYB44 {ECO:0008006|Google:ProtNLM};	Chromosome 7DChromosome 7D	Triticum aestivum (Wheat).	A0A3B6TMD8_WHEAT	[{'ORFNames': ['CFC21_111643 {ECO:0000313|EMBL:KAF7111661.1}']}]	['DNA-binding', 'Reference proteome']	[]	A0A3B6TMD8
FGENESH_gene4	tr|A0A3B5YX24|A0A3B5YX24_WHEAT	45.631	103	55	1	16	117	3	105	3.57e-26	104	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF6989536.1, ECO:0000313|EnsemblPlants:TraesCS1B02G215500.1};	Chromosome 1BChromosome 1B	Triticum aestivum (Wheat).	A0A3B5YX24_WHEAT	[{'ORFNames': ['CFC21_006864 {ECO:0000313|EMBL:KAF6989536.1}']}]	['Activator', 'DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	[]	A0A3B5YX24
FGENESH_gene4	tr|A0A3B5XZN7|A0A3B5XZN7_WHEAT	46.602	103	54	1	16	117	3	105	3.88e-26	103	SubName: Full=Uncharacterized protein {ECO:0000313|EnsemblPlants:TraesCS1A02G201100.1};	Chromosome 1A	Triticum aestivum (Wheat).	A0A3B5XZN7_WHEAT	[]	['Activator', 'DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	[]	A0A3B5XZN7
FGENESH_gene4	tr|A0A3B6H1E9|A0A3B6H1E9_WHEAT	48.039	102	50	2	17	117	158	257	5.26e-26	107	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7029356.1, ECO:0000313|EnsemblPlants:TraesCS3D02G358400.1};	Chromosome 3DChromosome 3B	Triticum aestivum (Wheat).	A0A3B6H1E9_WHEAT	[{'ORFNames': ['CFC21_041123 {ECO:0000313|EMBL:KAF7029356.1}']}]	['DNA-binding', 'Reference proteome']	[]	A0A3B6H1E9
FGENESH_gene4	tr|A0A3B5Z4J4|A0A3B5Z4J4_WHEAT	60.563	71	28	0	16	86	16	86	8.49e-26	101	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF6992089.1, ECO:0000313|EnsemblPlants:TraesCS1B02G436800.1};	Chromosome 1BChromosome 1B	Triticum aestivum (Wheat).	A0A3B5Z4J4_WHEAT	[{'ORFNames': ['CFC21_009116 {ECO:0000313|EMBL:KAF6992089.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']	A0A3B5Z4J4
FGENESH_gene4	tr|A0A3B5ZUK7|A0A3B5ZUK7_WHEAT	45.631	103	55	1	16	117	3	105	9.48e-26	102	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF6995231.1, ECO:0000313|EnsemblPlants:TraesCS1D02G204500.1};	Chromosome 1DChromosome 1D	Triticum aestivum (Wheat).	A0A3B5ZUK7_WHEAT	[{'ORFNames': ['CFC21_011766 {ECO:0000313|EMBL:KAF6995231.1}']}]	['Activator', 'DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	[]	A0A3B5ZUK7
FGENESH_gene4	tr|D8L9H6|D8L9H6_WHEAT	48.039	102	50	2	17	117	157	256	9.66e-26	106	SubName: Full=Myb-like DNA-binding domain containing protein,expressed {ECO:0000313|EMBL:CBH32525.1, ECO:0000313|EnsemblPlants:TraesCS3B02G397100.1};	Chromosome 3BChromosome 3B	Triticum aestivum (Wheat).	D8L9H6_WHEAT	[{'ORFNames': ['CFC21_042919 {ECO:0000313|EMBL:KAF7031614.1}', 'TAA_ctg0079b.00130.1 {ECO:0000313|EMBL:CBH32525.1}', 'TRAES_3BF039800050CFD_c1 {ECO:0000313|EMBL:CDM85039.1}']}]	['DNA-binding', 'Reference proteome']	[]	D8L9H6
FGENESH_gene4	tr|A0A3B6ENI9|A0A3B6ENI9_WHEAT	48.039	102	50	2	17	117	158	257	1.07e-25	106	SubName: Full=Uncharacterized protein {ECO:0000313|EnsemblPlants:TraesCS3A02G365200.1};	Chromosome 3A	Triticum aestivum (Wheat).	A0A3B6ENI9_WHEAT	[]	['DNA-binding', 'Reference proteome']	[]	A0A3B6ENI9
FGENESH_gene4	tr|A0A3B6TZA9|A0A3B6TZA9_WHEAT	48.039	102	50	2	17	117	8	107	1.30e-25	103	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7111665.1, ECO:0000313|EnsemblPlants:TraesCS7D02G515000.1.cds1};	Chromosome 7DChromosome 7D	Triticum aestivum (Wheat).	A0A3B6TZA9_WHEAT	[{'ORFNames': ['CFC21_111647 {ECO:0000313|EMBL:KAF7111665.1}']}]	['DNA-binding', 'Reference proteome']	[]	A0A3B6TZA9
FGENESH_gene4	tr|A0A3B6RS59|A0A3B6RS59_WHEAT	48.039	102	50	2	17	117	8	107	1.33e-25	103	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7098721.1, ECO:0000313|EnsemblPlants:TraesCS7A02G526500.1.cds1};	Chromosome 7AChromosome 7A	Triticum aestivum (Wheat).	A0A3B6RS59_WHEAT	[{'ORFNames': ['CFC21_100437 {ECO:0000313|EMBL:KAF7098721.1}']}]	['DNA-binding', 'Reference proteome']	[]	A0A3B6RS59
FGENESH_gene4	tr|A0A3B6TYP5|A0A3B6TYP5_WHEAT	49.020	102	49	2	17	117	8	107	2.15e-25	102	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7111666.1, ECO:0000313|EnsemblPlants:TraesCS7D02G515100.1.cds1};	Chromosome 7DChromosome 7D	Triticum aestivum (Wheat).	A0A3B6TYP5_WHEAT	[{'ORFNames': ['CFC21_111648 {ECO:0000313|EMBL:KAF7111666.1}']}]	['DNA-binding', 'Reference proteome']	[]	A0A3B6TYP5
FGENESH_gene4	tr|A0A3B6RP92|A0A3B6RP92_WHEAT	48.039	102	50	2	17	117	8	107	2.53e-25	102	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7098722.1, ECO:0000313|EnsemblPlants:TraesCS7A02G526600.1.cds1};	Chromosome 7AChromosome 7A	Triticum aestivum (Wheat).	A0A3B6RP92_WHEAT	[{'ORFNames': ['CFC21_100438 {ECO:0000313|EMBL:KAF7098722.1}']}]	['DNA-binding', 'Reference proteome']	[]	A0A3B6RP92
FGENESH_gene4	tr|A0A3B6MPQ7|A0A3B6MPQ7_WHEAT	48.039	102	50	2	17	117	19	118	4.31e-25	102	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7071861.1, ECO:0000313|EnsemblPlants:TraesCS5D02G164600.1.cds1};	Chromosome 5DChromosome 5D	Triticum aestivum (Wheat).	A0A3B6MPQ7_WHEAT	[{'ORFNames': ['CFC21_077096 {ECO:0000313|EMBL:KAF7071861.1}']}]	['DNA-binding', 'Reference proteome']	[]	A0A3B6MPQ7
FGENESH_gene4	tr|A0A3B6SPF4|A0A3B6SPF4_WHEAT	47.059	102	51	2	17	117	8	107	1.06e-24	100	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7104790.1, ECO:0000313|EnsemblPlants:TraesCS7B02G444000.1.cds1};	Chromosome 7BChromosome 7B	Triticum aestivum (Wheat).	A0A3B6SPF4_WHEAT	[{'ORFNames': ['CFC21_105657 {ECO:0000313|EMBL:KAF7104790.1}']}]	['DNA-binding', 'Reference proteome']	[]	A0A3B6SPF4
FGENESH_gene4	tr|A0A3B6LKC5|A0A3B6LKC5_WHEAT	48.039	102	50	2	17	117	17	116	1.22e-24	101	SubName: Full=R2R3-MYB transcription factor {ECO:0000313|EMBL:QCO76326.1};	Chromosome 5BChromosome 5B	Triticum aestivum (Wheat).	A0A3B6LKC5_WHEAT	[{'Name': 'MYB70 {ECO:0000313|EMBL:QCO76326.1}', 'ORFNames': ['CFC21_071108 {ECO:0000313|EMBL:KAF7064898.1}']}]	['DNA-binding', 'Reference proteome']	[]	A0A3B6LKC5
FGENESH_gene4	tr|A0A3B6ED96|A0A3B6ED96_WHEAT	35.135	148	93	2	10	156	95	240	1.23e-24	103	SubName: Full=Uncharacterized protein {ECO:0000313|EnsemblPlants:TraesCS3A02G153700.1};	Chromosome 3A	Triticum aestivum (Wheat).	A0A3B6ED96_WHEAT	[]	['DNA-binding', 'Reference proteome']	[]	A0A3B6ED96
FGENESH_gene4	tr|A0A3B6GX36|A0A3B6GX36_WHEAT	42.735	117	63	3	17	131	108	222	1.24e-24	102	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7038650.1, ECO:0000313|EnsemblPlants:TraesCS3D02G361700.1};	Chromosome 3DChromosome 3D	Triticum aestivum (Wheat).	A0A3B6GX36_WHEAT	[{'ORFNames': ['CFC21_048806 {ECO:0000313|EMBL:KAF7038650.1}']}]	['DNA-binding', 'Reference proteome']	[]	A0A3B6GX36
FGENESH_gene4	tr|A0A077RQZ8|A0A077RQZ8_WHEAT	35.135	148	93	2	10	156	95	240	1.29e-24	103	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:CDM82377.1, ECO:0000313|EnsemblPlants:TraesCS3B02G180300.1};	Chromosome 3BChromosome 3B	Triticum aestivum (Wheat).	A0A077RQZ8_WHEAT	[{'ORFNames': ['CFC21_040743 {ECO:0000313|EMBL:KAF7028883.1}', 'TRAES_3BF049800070CFD_c1 {ECO:0000313|EMBL:CDM82377.1}']}]	['DNA-binding', 'Reference proteome']	[]	A0A077RQZ8
FGENESH_gene4	tr|A0A3B6GP52|A0A3B6GP52_WHEAT	35.135	148	93	2	10	156	95	240	1.62e-24	103	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7035949.1, ECO:0000313|EnsemblPlants:TraesCS3D02G161100.1};	Chromosome 3DChromosome 3D	Triticum aestivum (Wheat).	A0A3B6GP52_WHEAT	[{'ORFNames': ['CFC21_046724 {ECO:0000313|EMBL:KAF7035949.1}']}]	['DNA-binding', 'Reference proteome']	[]	A0A3B6GP52
FGENESH_gene4	tr|G9DR83|G9DR83_WHEAT	41.600	125	69	3	10	133	95	216	1.82e-24	103	SubName: Full=R1R2R3-MYB protein {ECO:0000313|EMBL:AEV91160.1, ECO:0000313|EnsemblPlants:TraesCS1A02G129300.1};	Chromosome 1A	Triticum aestivum (Wheat).	G9DR83_WHEAT	[]	['DNA-binding', 'Reference proteome']	[]	G9DR83
FGENESH_gene4	tr|A0A3B5YVP0|A0A3B5YVP0_WHEAT	41.600	125	69	3	10	133	95	216	1.99e-24	102	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF6988682.1, ECO:0000313|EnsemblPlants:TraesCS1B02G147800.1};	Chromosome 1BChromosome 1B	Triticum aestivum (Wheat).	A0A3B5YVP0_WHEAT	[{'ORFNames': ['CFC21_006165 {ECO:0000313|EMBL:KAF6988682.1}']}]	['DNA-binding', 'Reference proteome']	[]	A0A3B5YVP0
FGENESH_gene4	tr|A0A3B6GTP6|A0A3B6GTP6_WHEAT	35.135	148	93	2	10	156	95	240	2.11e-24	103	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7035948.1, ECO:0000313|EnsemblPlants:TraesCS3D02G161100.2};	Chromosome 3DChromosome 3D	Triticum aestivum (Wheat).	A0A3B6GTP6_WHEAT	[{'ORFNames': ['CFC21_046724 {ECO:0000313|EMBL:KAF7035948.1}']}]	['DNA-binding', 'Reference proteome']	[]	A0A3B6GTP6
FGENESH_gene4	tr|A0A3B6A1U3|A0A3B6A1U3_WHEAT	40.441	136	72	3	5	132	114	248	2.24e-24	101	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF6997294.1, ECO:0000313|EnsemblPlants:TraesCS1D02G379200.1};	Chromosome 1DChromosome 1D	Triticum aestivum (Wheat).	A0A3B6A1U3_WHEAT	[{'ORFNames': ['CFC21_013529 {ECO:0000313|EMBL:KAF6997294.1}', 'CFC21_013532 {ECO:0000313|EMBL:KAF6997298.1}']}]	['DNA-binding', 'Reference proteome']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']	A0A3B6A1U3
FGENESH_gene4	tr|A0A077RXG2|A0A077RXG2_WHEAT	39.231	130	75	3	17	144	108	235	2.63e-24	102	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:CDM85046.1, ECO:0000313|EnsemblPlants:TraesCS3B02G400200.1};	Chromosome 3BChromosome 3B	Triticum aestivum (Wheat).	A0A077RXG2_WHEAT	[{'ORFNames': ['CFC21_042949 {ECO:0000313|EMBL:KAF7031644.1}', 'TRAES_3BF012200030CFD_c1 {ECO:0000313|EMBL:CDM85043.1}', 'TRAES_3BF012300030CFD_c1 {ECO:0000313|EMBL:CDM85046.1}']}]	['DNA-binding', 'Reference proteome']	[]	A0A077RXG2
FGENESH_gene4	tr|A0A3B5YY69|A0A3B5YY69_WHEAT	46.154	104	53	2	17	119	19	120	2.78e-24	100	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF6989769.1, ECO:0000313|EnsemblPlants:TraesCS1B02G236900.1.cds1};	Chromosome 1BChromosome 1B	Triticum aestivum (Wheat).	A0A3B5YY69_WHEAT	[{'ORFNames': ['CFC21_007065 {ECO:0000313|EMBL:KAF6989769.1}']}]	['DNA-binding', 'Reference proteome']	[]	A0A3B5YY69
