qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	ID	Entry Name	Protein Name	Organism	Gene Name	Keywords	Comments
AUGUSTUS_g2.t1	tr|A0A3B6MVR9|A0A3B6MVR9_WHEAT	64.078	103	36	1	14	115	13	115	2.77e-40	141	A0A3B6MVR9	A0A3B6MVR9_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7073846.1, ECO:0000313|EnsemblPlants:TraesCS5D02G326600.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_078773 {ECO:0000313|EMBL:KAF7073846.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6DIB7|A0A3B6DIB7_WHEAT	60.784	102	40	0	14	115	15	116	3.48e-40	142	A0A3B6DIB7	A0A3B6DIB7_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7018252.1, ECO:0000313|EnsemblPlants:TraesCS2D02G444200.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_031553 {ECO:0000313|EMBL:KAF7018252.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6LR78|A0A3B6LR78_WHEAT	64.078	103	36	1	14	115	13	115	3.81e-40	141	A0A3B6LR78	A0A3B6LR78_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7066856.1, ECO:0000313|EnsemblPlants:TraesCS5B02G320800.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_072783 {ECO:0000313|EMBL:KAF7066856.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6LLX0|A0A3B6LLX0_WHEAT	61.765	102	39	0	14	115	13	114	4.17e-40	141	A0A3B6LLX0	A0A3B6LLX0_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7065464.1, ECO:0000313|EnsemblPlants:TraesCS5B02G203100.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_071563 {ECO:0000313|EMBL:KAF7065464.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6MQ86|A0A3B6MQ86_WHEAT	61.765	102	39	0	14	115	13	114	4.58e-40	140	A0A3B6MQ86	A0A3B6MQ86_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7072449.1, ECO:0000313|EnsemblPlants:TraesCS5D02G210900.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_077573 {ECO:0000313|EMBL:KAF7072449.1}', 'CFC21_077574 {ECO:0000313|EMBL:KAF7072450.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6CCE7|A0A3B6CCE7_WHEAT	60.784	102	40	0	14	115	15	116	4.65e-40	142	A0A3B6CCE7	A0A3B6CCE7_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7010904.1, ECO:0000313|EnsemblPlants:TraesCS2B02G466500.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_025266 {ECO:0000313|EMBL:KAF7010904.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6NUG8|A0A3B6NUG8_WHEAT	61.765	102	39	0	14	115	13	114	4.69e-40	140	A0A3B6NUG8	A0A3B6NUG8_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7080238.1, ECO:0000313|EnsemblPlants:TraesCS6A02G294000.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_084343 {ECO:0000313|EMBL:KAF7080238.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6KMA6|A0A3B6KMA6_WHEAT	64.078	103	36	1	14	115	13	115	5.19e-40	140	A0A3B6KMA6	A0A3B6KMA6_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7060155.1, ECO:0000313|EnsemblPlants:TraesCS5A02G320500.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_066967 {ECO:0000313|EMBL:KAF7060155.1}', 'CFC21_066968 {ECO:0000313|EMBL:KAF7060156.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6PPC5|A0A3B6PPC5_WHEAT	61.765	102	39	0	14	115	13	114	5.36e-40	140	A0A3B6PPC5	A0A3B6PPC5_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7085728.1, ECO:0000313|EnsemblPlants:TraesCS6B02G324600.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_089123 {ECO:0000313|EMBL:KAF7085728.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6B3Y2|A0A3B6B3Y2_WHEAT	60.784	102	40	0	14	115	15	116	5.43e-40	142	A0A3B6B3Y2	A0A3B6B3Y2_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7003514.1, ECO:0000313|EnsemblPlants:TraesCS2A02G445500.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_018815 {ECO:0000313|EMBL:KAF7003514.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6KFT6|A0A3B6KFT6_WHEAT	61.765	102	39	0	14	115	13	114	5.54e-40	140	A0A3B6KFT6	A0A3B6KFT6_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7058834.1, ECO:0000313|EnsemblPlants:TraesCS5A02G205200.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_065812 {ECO:0000313|EMBL:KAF7058834.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6EPC4|A0A3B6EPC4_WHEAT	53.125	128	48	1	14	141	39	154	5.83e-40	141	A0A3B6EPC4	A0A3B6EPC4_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7025294.1, ECO:0000313|EnsemblPlants:TraesCS3A02G418100.1.cds1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_037497 {ECO:0000313|EMBL:KAF7025294.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6RB13|A0A3B6RB13_WHEAT	59.259	108	43	1	14	120	13	120	6.34e-40	140	A0A3B6RB13	A0A3B6RB13_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7094337.1, ECO:0000313|EnsemblPlants:TraesCS7A02G165700.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_096657 {ECO:0000313|EMBL:KAF7094337.1}']}]	['Activator', 'DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6HXE8|A0A3B6HXE8_WHEAT	58.261	115	48	0	7	121	2	116	6.44e-40	139	A0A3B6HXE8	A0A3B6HXE8_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7043113.1, ECO:0000313|EnsemblPlants:TraesCS4A02G173300.2};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_052539 {ECO:0000313|EMBL:KAF7043113.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|W5EG13|W5EG13_WHEAT	60.000	110	43	1	14	122	13	122	7.23e-40	139	W5EG13	W5EG13_WHEAT	SubName: Full=Ppm3 {ECO:0000313|EMBL:AWJ95182.1, ECO:0000313|EnsemblPlants:TraesCS4D02G319800.1}; SubName: Full=R2R3 Myb transcription factor {ECO:0000313|EMBL:QBJ27600.1};	Triticum aestivum (Wheat).	[{'Name': 'Mpc1-D4 {ECO:0000313|EMBL:QBJ27600.1}', 'Synonyms': ['Ppm3 {ECO:0000313|EMBL:AWJ95182.1}'], 'ORFNames': ['CFC21_063220 {ECO:0000313|EMBL:KAF7055730.1}']}]	['Activator', 'DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6INB1|A0A3B6INB1_WHEAT	57.759	116	49	0	7	122	2	117	7.25e-40	139	A0A3B6INB1	A0A3B6INB1_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7072783.1, ECO:0000313|EnsemblPlants:TraesCS4B02G143700.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_077870 {ECO:0000313|EMBL:KAF7072783.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6RIQ9|A0A3B6RIQ9_WHEAT	61.386	101	39	0	15	115	14	114	7.48e-40	139	A0A3B6RIQ9	A0A3B6RIQ9_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7095628.1, ECO:0000313|EnsemblPlants:TraesCS7A02G272100.1.cds1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_097747 {ECO:0000313|EMBL:KAF7095628.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6CCC5|A0A3B6CCC5_WHEAT	61.538	104	38	1	14	115	14	117	7.66e-40	140	A0A3B6CCC5	A0A3B6CCC5_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7010916.1, ECO:0000313|EnsemblPlants:TraesCS2B02G467900.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_025280 {ECO:0000313|EMBL:KAF7010916.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6JG00|A0A3B6JG00_WHEAT	57.759	116	49	0	7	122	2	117	7.73e-40	139	A0A3B6JG00	A0A3B6JG00_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7053465.1, ECO:0000313|EnsemblPlants:TraesCS4D02G142300.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_061392 {ECO:0000313|EMBL:KAF7053465.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6QKP8|A0A3B6QKP8_WHEAT	61.765	102	39	0	14	115	13	114	7.94e-40	139	A0A3B6QKP8	A0A3B6QKP8_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7090879.1, ECO:0000313|EnsemblPlants:TraesCS6D02G274900.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_093559 {ECO:0000313|EMBL:KAF7090879.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6RH26|A0A3B6RH26_WHEAT	58.824	102	42	0	14	115	13	114	9.09e-40	138	A0A3B6RH26	A0A3B6RH26_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7096458.1, ECO:0000313|EnsemblPlants:TraesCS7A02G333200.2};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_098398 {ECO:0000313|EMBL:KAF7096458.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6MNF1|A0A3B6MNF1_WHEAT	61.386	101	39	0	15	115	14	114	9.38e-40	139	A0A3B6MNF1	A0A3B6MNF1_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7071417.1, ECO:0000313|EnsemblPlants:TraesCS5D02G128200.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_076734 {ECO:0000313|EMBL:KAF7071417.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6LH51|A0A3B6LH51_WHEAT	61.386	101	39	0	15	115	14	114	9.68e-40	139	A0A3B6LH51	A0A3B6LH51_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7064376.1, ECO:0000313|EnsemblPlants:TraesCS5B02G119300.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_070707 {ECO:0000313|EMBL:KAF7064376.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6FUR6|A0A3B6FUR6_WHEAT	53.125	128	48	1	14	141	39	154	1.01e-39	140	A0A3B6FUR6	A0A3B6FUR6_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7032248.1, ECO:0000313|EnsemblPlants:TraesCS3B02G453300.1.cds1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_043444 {ECO:0000313|EMBL:KAF7032248.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|G3FNP8|G3FNP8_WHEAT	60.396	101	40	0	15	115	14	114	1.07e-39	138	G3FNP8	G3FNP8_WHEAT	SubName: Full=R2R3 MYB transcriptional factor {ECO:0000313|EMBL:AEG64799.1, ECO:0000313|EnsemblPlants:TraesCS7D02G272400.1.cds1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_046711 {ECO:0000313|EMBL:KAF7035931.1}', 'CFC21_109150 {ECO:0000313|EMBL:KAF7108743.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6SE07|A0A3B6SE07_WHEAT	60.396	101	40	0	15	115	14	114	1.30e-39	138	A0A3B6SE07	A0A3B6SE07_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7101372.1, ECO:0000313|EnsemblPlants:TraesCS7B02G169900.1.cds1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_102729 {ECO:0000313|EMBL:KAF7101372.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6B402|A0A3B6B402_WHEAT	53.488	129	56	3	14	140	14	140	1.43e-39	140	A0A3B6B402	A0A3B6B402_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7003534.1, ECO:0000313|EnsemblPlants:TraesCS2A02G447200.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_018832 {ECO:0000313|EMBL:KAF7003534.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6DJ24|A0A3B6DJ24_WHEAT	59.804	102	41	0	14	115	15	116	1.49e-39	141	A0A3B6DJ24	A0A3B6DJ24_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7018253.1, ECO:0000313|EnsemblPlants:TraesCS2D02G444300.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_031554 {ECO:0000313|EMBL:KAF7018253.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6KDG1|A0A3B6KDG1_WHEAT	60.396	101	40	0	15	115	14	114	1.53e-39	138	A0A3B6KDG1	A0A3B6KDG1_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7057675.1, ECO:0000313|EnsemblPlants:TraesCS5A02G111300.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_064881 {ECO:0000313|EMBL:KAF7057675.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6HU39|A0A3B6HU39_WHEAT	60.784	102	40	0	14	115	13	114	1.63e-39	140	A0A3B6HU39	A0A3B6HU39_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7043320.1, ECO:0000313|EnsemblPlants:TraesCS4A02G189700.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_052697 {ECO:0000313|EMBL:KAF7043320.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A1D6RPP6|A0A1D6RPP6_WHEAT	60.784	102	40	0	14	115	13	114	2.00e-39	140	A0A1D6RPP6	A0A1D6RPP6_WHEAT	SubName: Full=ECR promoter-binding MYB transcription factor 1D {ECO:0000313|EMBL:QKE45412.1};	Triticum aestivum (Wheat).	[{'Name': 'EPBM1-D {ECO:0000313|EMBL:QKE45412.1}', 'ORFNames': ['CAMPLR22A2D_LOCUS1467 {ECO:0000313|EMBL:SPT16867.1}', 'CFC21_028629 {ECO:0000313|EMBL:KAF7014652.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6CG78|A0A3B6CG78_WHEAT	61.765	102	39	0	14	115	13	114	2.09e-39	141	A0A3B6CG78	A0A3B6CG78_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7012232.1, ECO:0000313|EnsemblPlants:TraesCS2B02G583800.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_026443 {ECO:0000313|EMBL:KAF7012232.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6KSX4|A0A3B6KSX4_WHEAT	59.091	110	44	1	14	122	12	121	2.16e-39	138	A0A3B6KSX4	A0A3B6KSX4_WHEAT	SubName: Full=R2R3 Myb transcription factor {ECO:0000313|EMBL:QBJ27598.1};	Triticum aestivum (Wheat).	[{'Name': 'Mpc1-A2 {ECO:0000313|EMBL:QBJ27598.1}', 'Synonyms': ['Myc-A2 {ECO:0000313|EMBL:QBJ27601.1}'], 'ORFNames': ['CFC21_068766 {ECO:0000313|EMBL:KAF7062132.1}']}]	['Activator', 'DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6B572|A0A3B6B572_WHEAT	60.577	104	39	1	14	115	14	117	2.25e-39	140	A0A3B6B572	A0A3B6B572_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7003538.1, ECO:0000313|EnsemblPlants:TraesCS2A02G447600.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_018836 {ECO:0000313|EMBL:KAF7003538.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6AUX0|A0A3B6AUX0_WHEAT	60.784	102	40	0	14	115	13	114	2.53e-39	139	A0A3B6AUX0	A0A3B6AUX0_WHEAT	SubName: Full=ECR promoter-binding MYB transcription factor 1A {ECO:0000313|EMBL:QKE45410.1};	Triticum aestivum (Wheat).	[{'Name': 'EPBM1-A {ECO:0000313|EMBL:QKE45410.1}', 'ORFNames': ['CFC21_015923 {ECO:0000313|EMBL:KAF6999955.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6B4I4|A0A3B6B4I4_WHEAT	60.577	104	39	1	14	115	14	117	2.61e-39	139	A0A3B6B4I4	A0A3B6B4I4_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7003535.1, ECO:0000313|EnsemblPlants:TraesCS2A02G447300.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_018833 {ECO:0000313|EMBL:KAF7003535.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6C261|A0A3B6C261_WHEAT	60.784	102	40	0	14	115	13	114	2.96e-39	139	A0A3B6C261	A0A3B6C261_WHEAT	SubName: Full=ECR promoter-binding MYB transcription factor 1B {ECO:0000313|EMBL:QKE45411.1};	Triticum aestivum (Wheat).	[{'Name': 'EPBM1-B {ECO:0000313|EMBL:QKE45411.1}', 'ORFNames': ['CFC21_023552 {ECO:0000313|EMBL:KAF7008902.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6B567|A0A3B6B567_WHEAT	54.264	129	55	3	14	140	14	140	2.99e-39	139	A0A3B6B567	A0A3B6B567_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7003533.1, ECO:0000313|EnsemblPlants:TraesCS2A02G447100.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_018831 {ECO:0000313|EMBL:KAF7003533.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6SFB0|A0A3B6SFB0_WHEAT	58.824	102	42	0	14	115	13	114	3.22e-39	138	A0A3B6SFB0	A0A3B6SFB0_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7100113.1, ECO:0000313|EnsemblPlants:TraesCS7B02G070400.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_101661 {ECO:0000313|EMBL:KAF7100113.1}']}]	['Activator', 'DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6CCH2|A0A3B6CCH2_WHEAT	53.488	129	56	3	14	140	14	140	3.23e-39	139	A0A3B6CCH2	A0A3B6CCH2_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:KAF7010915.1, ECO:0000313|EnsemblPlants:TraesCS2B02G467800.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_025279 {ECO:0000313|EMBL:KAF7010915.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A3B6MSP3|A0A3B6MSP3_WHEAT	60.784	102	40	0	14	115	13	114	3.54e-39	139	A0A3B6MSP3	A0A3B6MSP3_WHEAT	SubName: Full=ECR promoter associated MYB transcription factor 1-D {ECO:0000313|EMBL:QKE45415.1}; SubName: Full=MYB transcription factor 31-D {ECO:0000313|EMBL:AYK27536.1};	Triticum aestivum (Wheat).	[{'Name': 'EPAM1-D {ECO:0000313|EMBL:QKE45415.1}', 'Synonyms': ['MYB31-D {ECO:0000313|EMBL:AYK27536.1}'], 'ORFNames': ['CFC21_080213 {ECO:0000313|EMBL:KAF7075432.1}']}]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A0C6G3X1|A0A0C6G3X1_WHEAT	58.824	102	42	0	14	115	13	114	3.59e-39	137	A0A0C6G3X1	A0A0C6G3X1_WHEAT	SubName: Full=Myb-related protein 1 {ECO:0000313|EMBL:QAT18636.1}; SubName: Full=Ppm1a {ECO:0000313|EMBL:AWJ95175.1, ECO:0000313|EnsemblPlants:TraesCS7D02G166500.1}; SubName: Full=R2R3-MYB transcription factor {ECO:0000313|EMBL:AJU57240.1}; SubName: Full=TaC1-D1 protein {ECO:0000313|EMBL:BAQ53914.1};	Triticum aestivum (Wheat).	[{'Name': 'TaC1-D1 {ECO:0000313|EMBL:BAQ53914.1}', 'Synonyms': ['MYB1 {ECO:0000313|EMBL:QAT18636.1}', 'MYB7D {ECO:0000313|EMBL:AJU57240.1}', 'Ppm1a {ECO:0000313|EMBL:AWJ95175.1}'], 'ORFNames': ['CFC21_108077 {ECO:0000313|EMBL:KAF7107456.1}']}]	['Activator', 'DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
